Index,First Name,Last Name,Company,City,Country,Age,Annual_Income,Spending_Score,Years_as_Customer,Num_Purchases,Avg_Purchase_Value,Num_Complaints,Email_Opens_Rate,Website_Visits_Per_Month,Has_Mobile_App,Preferred_Channel,Region,CLV,Churn
909,Abigail,Cochran,"Valentine, Foster and Church",North Shannon,Switzerland,37,64199.44,92,5,23,95.71,2,0.3425,8,1,Store,North,4222.09,0
910,Darlene,Nelson,"Haynes, Rasmussen and Shelton",New Julia,Fiji,41,41445.69,51,2,17,482.02,0,0.0794,7,0,Store,East,2077.61,0
911,Dwayne,Davidson,Crosby Inc,Campbellside,New Caledonia,22,95267.74,47,6,29,169.12,1,0.4057,10,1,Store,North,4151.83,0
912,Gregory,Osborne,Davidson-Collins,Gabrielleside,Romania,51,57730.71,4,3,19,357.49,0,0.0989,8,1,Phone,East,2995.99,0
913,Latoya,Clements,Russell LLC,Orrview,Congo,23,47693.57,7,6,18,196.27,1,0.4602,8,1,Online,South,2929.68,0
914,Brooke,Savage,"Durham, Prince and Cantrell",Theresaland,French Polynesia,19,58693.61,35,11,24,199.47,1,0.2824,5,1,Store,North,4938.25,0
915,Savannah,Grimes,Edwards Group,Shellyfurt,Guadeloupe,30,28057.47,48,10,22,12.51,3,0.0648,8,0,Online,West,3893.99,0
916,Donna,Webster,"Fernandez, Wong and Briggs",Yvetteville,Comoros,60,35567.72,73,9,21,66.82,4,0.597,9,1,Store,West,4639.62,0
917,Jim,Ochoa,"Watts, Yates and Sutton",South Tom,Greece,60,79008.28,72,1,26,293.18,0,0.1369,4,1,Store,East,3516.92,0
918,Leslie,Spencer,"French, Estrada and Decker",West Ralph,China,65,41862.11,45,6,27,39.71,2,0.3164,11,1,Online,North,4105.25,0
919,Ariana,Harmon,Steele-Osborne,North Collin,Lesotho,28,34061.78,81,9,16,18.41,0,0.0936,10,1,Store,North,4185.65,0
920,Paige,Wong,Lam-Cardenas,Laurabury,United Arab Emirates,68,65733.06,81,11,15,59.2,2,0.2703,12,1,Store,West,4960.87,0
921,Darryl,Burnett,Acevedo-Drake,Mckenzieton,Ecuador,64,78714.08,97,4,15,37.35,0,0.3077,4,0,Phone,South,3097.93,0
922,Kristopher,Glass,Weeks Ltd,Hancockshire,Lithuania,40,69379.07,96,11,24,389.12,0,0.2663,12,0,Online,South,5560.49,0
923,Michael,Huff,"Carroll, Ballard and Zhang",West Bryan,Luxembourg,33,74920.95,72,12,25,303.71,1,0.4069,11,1,Online,East,5365.34,0
924,Douglas,Wilkerson,Salazar-Kelley,New Marcus,Netherlands,48,39864.1,19,2,25,103.88,2,0.2492,11,0,Store,West,2332.86,0
925,Tanya,Howard,"Pierce, Riddle and Black",South Alisha,El Salvador,28,26563.79,63,13,23,10.0,1,0.0945,9,1,Store,East,5345.26,0
926,Christy,Franklin,Landry-Martin,Oliviatown,Angola,33,85026.67,38,4,20,188.06,2,0.2447,10,1,Online,East,2896.12,1
927,George,Dorsey,Castillo-Lester,East Alan,Switzerland,25,48546.4,67,1,26,146.49,0,0.1375,6,1,Phone,South,3791.67,0
928,Colton,Nixon,Duncan PLC,Kanemouth,Ghana,21,49983.34,59,3,21,528.78,3,0.3214,6,0,Store,West,3275.33,0
929,Daniel,Cobb,Richardson-Woodward,Haynesmouth,Anguilla,57,81563.88,69,10,18,122.79,1,0.3399,13,1,Phone,East,4452.22,0
930,Cristian,Ball,"Evans, Mahoney and Campbell",Port Larryshire,Nauru,21,66124.6,13,9,20,61.51,3,0.3787,11,1,Store,South,3789.61,0
931,Francis,Goodman,Ortiz-Morgan,Lake Thomas,Afghanistan,42,64117.76,47,10,30,109.79,1,0.0377,9,1,Online,South,4493.39,0
932,Dylan,Boyer,"Little, Stanley and Mcbride",New Bradybury,Anguilla,20,98300.05,61,5,15,581.38,2,0.3121,6,1,Online,North,3410.67,0
933,Olivia,Cooke,Norton and Sons,New Andrea,Cayman Islands,49,42129.64,31,11,21,178.79,5,0.3415,7,0,Phone,West,4343.3,0
934,Dana,Cohen,Bridges-Moyer,Port Gavin,Andorra,20,73556.8,80,6,14,167.2,0,0.2089,7,1,Online,West,3594.4,0
935,Megan,Mills,"Hale, Elliott and Richard",Conradport,Montenegro,44,56140.26,96,3,18,41.3,2,0.2013,9,1,Phone,North,3877.66,0
936,Daniel,Hurst,Cooper LLC,Livingstonview,Malaysia,46,60371.85,22,5,24,204.15,2,0.0822,5,1,Store,East,3724.61,0
937,Danielle,Compton,Estrada Inc,Hamiltonton,Comoros,49,85569.37,93,11,21,208.11,0,0.145,8,1,Online,South,5272.99,0
938,Mitchell,Mack,"Ferguson, Osborne and Lawrence",Lake Brooke,Colombia,67,65156.72,86,8,20,57.25,3,0.6027,11,0,Store,South,4755.26,0
939,Jessica,Mcknight,"Walls, Fitzgerald and Hill",Jimmouth,New Zealand,68,65765.92,43,6,18,99.16,1,0.1635,7,0,Store,South,3049.44,0
940,Tyrone,Marshall,"Moran, Walker and Riley",Nortonfort,Togo,36,76450.15,67,4,19,52.35,2,0.3396,8,1,Store,North,3540.74,0
941,Greg,Allen,"Cervantes, Fuentes and Cunningham",North Sheilaland,Greenland,38,47700.95,54,2,20,44.9,2,0.302,4,1,Online,South,2589.56,1
942,Jill,Schultz,Cantrell-Zimmerman,East Johnathanbury,Serbia,22,38215.81,10,14,24,10.0,2,0.404,10,0,Phone,East,3978.61,0
943,Noah,Hall,Gould-Bird,Ninaton,Portugal,35,34103.82,42,9,23,50.37,3,0.2316,8,1,Store,East,3564.42,1
944,Wendy,Melendez,"Knox, Cervantes and Thomas",Jeffreybury,Macao,45,15672.87,64,13,17,121.11,0,0.1459,8,1,Phone,North,4820.85,0
945,Guy,Rush,White Ltd,Collinsland,American Samoa,59,96124.14,21,12,17,10.0,3,0.7217,10,0,Store,East,4211.25,0
946,Monica,Joyce,"Pham, Murphy and Watson",Howardville,Burundi,39,32935.83,80,1,27,49.95,0,0.5164,9,1,Online,West,3083.3,0
947,Lauren,Garcia,"Frye, Pacheco and Bowen",Kiarachester,Thailand,38,50574.93,76,1,28,319.81,0,0.4296,6,0,Store,West,2868.2,0
948,Louis,Norris,Yates-Edwards,Hayleybury,Saint Barthelemy,23,49463.73,66,13,11,135.08,1,0.0696,13,1,Store,South,4510.59,1
949,Shelly,Rasmussen,Hooper Group,Lake Marvin,Netherlands Antilles,18,61148.13,41,4,22,140.42,3,0.3924,13,1,Online,South,2902.4,0
950,Dave,Espinoza,Sampson-Horne,Jonesshire,Saint Kitts and Nevis,22,71314.74,24,7,20,77.47,0,0.5413,11,0,Phone,West,3302.19,1
951,Beverly,Mayo,Ayala Group,East Alejandraland,Holy See (Vatican City State),58,72209.47,35,1,20,169.27,0,0.0744,8,1,Online,East,2212.59,0
952,Larry,Key,Riley Group,Mcdonaldchester,Guinea,29,43338.45,56,9,21,31.6,3,0.1731,6,1,Phone,North,4305.77,0
953,Jennifer,Mcguire,Rangel Ltd,Cameronfurt,Burkina Faso,43,51657.57,30,4,16,256.18,1,0.1855,5,0,Phone,South,2303.33,0
954,Olivia,Mills,"Chase, Ibarra and Gentry",South Christina,Ethiopia,63,60651.6,57,3,24,18.61,3,0.3196,5,1,Store,South,3638.83,1
955,Loretta,Simon,"Mcdowell, Lester and Michael",Palmerport,Pitcairn Islands,51,50026.18,94,1,15,160.07,2,0.208,7,1,Online,West,2887.25,0
956,Janet,Stevens,"Delgado, Nixon and Nielsen",Perkinshaven,Mozambique,66,87146.91,47,10,11,62.59,1,0.3701,8,1,Store,West,3937.23,0
957,Laurie,Hutchinson,Cardenas-Lee,New Frankborough,Togo,31,64819.5,35,4,22,206.46,3,0.4495,7,1,Store,North,2956.9,0
958,Shelly,Green,Rose-Mccarthy,New Seanmouth,Jordan,43,69697.56,19,9,20,119.7,0,0.2524,9,0,Store,South,3197.78,0
959,Curtis,Marsh,Hood and Sons,West Jeanette,Indonesia,62,68257.63,8,13,18,90.32,0,0.4527,7,0,Store,East,3626.62,0
960,Molly,Prince,"Chandler, Marsh and Vaughn",East Mary,United States of America,44,78469.48,26,14,18,27.85,1,0.2074,7,1,Store,East,4804.28,0
961,Jaclyn,Mcmillan,Rojas-Floyd,Port Brentside,Portugal,26,58620.43,71,10,23,151.93,1,0.2079,10,1,Store,West,5492.66,0
962,Alejandra,Harding,Hobbs-Whitney,East Courtney,Northern Mariana Islands,43,29063.36,30,6,25,551.96,1,0.3826,5,1,Store,North,3867.7,0
963,Angie,Salas,Downs and Sons,Lake Dwayne,Mauritania,64,62993.76,7,6,25,261.96,4,0.324,8,1,Online,West,3805.97,1
964,Krystal,English,Singleton-Soto,East Mark,Philippines,39,41972.86,67,1,26,10.0,1,0.1828,9,1,Online,North,3422.42,0
965,Jenny,Chase,Carey LLC,Beverlymouth,Tanzania,64,44427.67,65,10,27,70.8,2,0.3181,11,1,Phone,East,5002.14,0
966,Erika,Collier,"Boyd, Sweeney and Gilmore",North Dylan,Tajikistan,47,66727.28,36,2,18,389.71,2,0.4358,9,1,Store,North,3140.41,1
967,Anthony,Meza,Gamble Inc,New Sheriborough,Martinique,60,79765.66,25,11,17,104.89,2,0.1105,8,0,Online,East,3817.41,0
968,Alice,Choi,Reese-Suarez,Hollyside,Sri Lanka,65,55425.43,37,6,22,162.76,3,0.3799,8,0,Phone,North,2722.83,1
969,Malik,Marks,Horne Ltd,Atkinsonberg,South Georgia and the South Sandwich Islands,34,61176.66,1,2,21,365.59,2,0.6626,5,0,Online,West,1929.34,0
970,Ruth,Jensen,"Villarreal, Waller and Kerr",Glenmouth,Montenegro,43,89044.3,15,3,18,310.48,5,0.2373,6,1,Online,East,2802.3,1
971,Jack,Boone,Whitaker-Stewart,South Tammyfurt,Chad,53,59815.06,37,4,20,104.52,2,0.3857,10,0,Online,South,3146.95,0
972,Charlene,Zamora,Henry-Bender,Marthaland,Heard Island and McDonald Islands,18,107033.66,13,11,24,86.34,2,0.3422,14,0,Phone,South,3705.68,0
973,Jorge,Mcgrath,Patterson PLC,Estradahaven,Bolivia,25,66310.19,8,5,18,62.26,1,0.3096,7,0,Phone,East,2406.09,0
974,Tricia,Harris,Mcguire Inc,Lake Terri,Sierra Leone,66,19784.74,5,9,17,190.42,3,0.4082,8,0,Store,South,2567.45,1
975,Tyrone,Nolan,Myers Ltd,New Brett,Indonesia,52,70066.83,60,12,28,50.74,0,0.3341,9,0,Online,East,5413.67,0
976,Arthur,Pugh,"Hahn, Nichols and Cortez",Collinton,San Marino,69,62623.17,73,4,19,43.13,5,0.1522,5,0,Store,West,3434.49,1
977,Kristie,Oconnor,Freeman Group,South Laurenberg,Northern Mariana Islands,32,80795.06,1,13,21,66.07,4,0.355,16,1,Store,West,4100.56,0
978,Albert,Acosta,"Greene, Ruiz and Mora",North Jacquelineville,Fiji,64,68463.63,36,11,29,29.26,1,0.3208,12,0,Online,North,4941.14,0
979,Erin,Deleon,Weaver LLC,Charleneland,Holy See (Vatican City State),39,52230.88,35,9,16,178.18,0,0.1298,7,1,Online,South,4247.36,0
980,Jasmine,Robles,Kent-Sharp,East Normaview,Antigua and Barbuda,31,30514.04,66,11,20,143.66,2,0.3839,13,0,Store,South,4776.03,0
981,Kendra,Zamora,Perez LLC,Bensonmouth,Lao People's Democratic Republic,43,50819.53,63,10,22,98.92,3,0.3429,6,1,Online,South,5247.56,0
982,Dakota,Salas,Greene Group,Coleburgh,Cook Islands,45,37989.59,23,3,17,74.22,2,0.2422,9,1,Online,East,2806.2,0
983,Jimmy,Wang,Bentley and Sons,Doughertyfurt,Russian Federation,40,43389.53,9,8,19,359.64,0,0.5762,6,1,Store,West,3502.0,0
984,Lisa,Yates,Blair Group,Valeriehaven,United States Minor Outlying Islands,31,66771.57,34,12,14,10.0,0,0.0905,3,1,Store,South,4769.01,0
985,Collin,White,Silva-Walters,Chenton,Bangladesh,41,88398.09,46,1,27,219.87,3,0.2168,11,0,Phone,North,2413.11,0
986,Brittney,Horn,Wall Inc,South Michael,Iraq,19,62893.43,78,11,21,348.28,1,0.5107,5,0,Online,South,4654.69,0
987,Maureen,Hurst,Reilly-Monroe,Mosesberg,Mongolia,62,31082.34,4,9,22,88.68,2,0.5038,6,1,Store,North,3487.59,0
988,Cynthia,Greene,Choi Ltd,Hancockchester,Ghana,43,63892.05,30,9,14,120.01,0,0.3132,8,1,Online,South,3837.76,0
989,Maureen,Rivers,Patrick Inc,Maxwellborough,Guyana,31,78932.63,95,10,22,433.61,2,0.6675,12,1,Online,South,5333.33,0
990,Garrett,Villa,"Meadows, Lowe and Brennan",Calebbury,American Samoa,68,42804.34,75,2,27,35.79,2,0.2191,5,1,Store,West,3172.72,0
991,Bill,Richards,Grant Inc,South Shellyview,Liechtenstein,24,52319.66,99,4,18,110.14,1,0.2565,6,1,Online,North,3655.25,0
992,Kiara,Moon,Olsen-Morse,Hesterburgh,American Samoa,20,55293.76,72,13,29,96.57,5,0.3239,9,1,Online,South,5764.18,0
993,Colin,Kaufman,Myers Group,Aaronfort,Isle of Man,64,39302.03,3,8,23,44.84,2,0.2568,12,1,Store,North,3469.92,0
994,Evan,Marsh,"Orozco, Valenzuela and Warren",Lake Darrellshire,Philippines,40,67965.61,14,7,24,256.05,2,0.0487,6,1,Online,North,3490.37,0
995,Kristie,Rice,Harper Ltd,East Leslie,Guinea,63,52581.04,60,1,18,344.79,2,0.385,8,0,Phone,West,2070.13,0
996,Diana,Monroe,Bass-Wilson,Lake Jacksonmouth,Guatemala,60,63390.65,77,5,19,228.44,3,0.1076,6,1,Online,West,4094.87,1
997,Jerry,Morales,Pratt-King,South Dominiquemouth,Georgia,64,37250.16,45,7,14,32.6,1,0.3753,7,0,Online,North,3454.33,0
998,Tracie,Floyd,"Holt, Wilson and Shields",East Chloeshire,Solomon Islands,62,46250.83,96,4,15,13.61,0,0.1635,4,1,Online,West,3515.24,0
999,Paul,Barnes,"Brown, Oliver and Haynes",South Shane,Finland,35,69447.63,34,1,21,139.5,2,0.132,13,1,Online,South,2847.53,0
1000,Dominic,Duran,Durham LLC,East Wendy,British Indian Ocean Territory (Chagos Archipelago),55,47543.34,45,9,24,10.0,0,0.4062,6,1,Phone,South,4326.26,0
